brand_id,brand_name,brand_page_link,created_at,updated_at
64b5f961-c7d4-4401-9e36-a2a4e76473d4,Glamnetic,https://www.sephora.com/brand/glamnetic,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
18b27d0d-cb6d-4415-98b5-6c434a9e7653,GLO Science,https://www.sephora.com/brand/glo-science,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
61add336-dc13-4f37-835e-e1060711e860,Glossier,https://www.sephora.com/brand/glossier,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
48c5bbd7-9e0c-43aa-8570-034a17b0d59b,Glow Recipe,https://www.sephora.com/brand/glow-recipe,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
2456313c-2656-41ad-a793-230caeb77754,goop,https://www.sephora.com/brand/goop,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
233ce8b5-2306-4428-9da2-f85efd9323ef,Grace Eleyae,https://www.sephora.com/brand/grace-eleyae,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
86add9d6-f492-484e-b186-23793d4b2005,Grande Cosmetics,https://www.sephora.com/brand/grande-cosmetics,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
09e6e7f6-ea1a-4a07-a24b-4ac848391ad1,Gucci,https://www.sephora.com/brand/gucci,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
9c1502d3-63b7-4c1a-9c47-ad61bd968ee1,GUERLAIN,https://www.sephora.com/brand/guerlain,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
c30cc8ea-e171-4bbc-866a-12cfa5f40798,GXVE BY GWEN STEFANI,https://www.sephora.com/brand/gxve-by-gwen-stefani,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
9039d7d9-c7ad-47d6-be72-32999ed11c62,HABIT,https://www.sephora.com/brand/habit,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
393c8f7f-1f17-4e64-920a-700a598058b0,Hanni,https://www.sephora.com/brand/hanni,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
cb30c69b-fecf-41f8-b45e-bcd9a888be99,HAUS LABS BY LADY GAGA,https://www.sephora.com/brand/haus-labs-by-lady-gaga,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
d01a7dcb-44eb-4847-8ae0-a959665d48d4,Hello Sunday,https://www.sephora.com/brand/hello-sunday,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
b51fba14-b5af-4a4c-b7e7-3eaf248d28ea,Henry Rose,https://www.sephora.com/brand/henry-rose,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
9c7a1429-957e-45bf-ae50-00ed7316b59a,Herbivore,https://www.sephora.com/brand/herbivore-botanicals,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
4ce93406-4f39-4a67-8b1d-fd7618577961,HERMÈS,https://www.sephora.com/brand/hermes,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
805cef9a-2f43-44a4-abf0-2d4313f97e6f,HigherDOSE,https://www.sephora.com/brand/higherdose,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
b1f60d96-b831-4f62-b5ca-fb7e01055d21,Hourglass,https://www.sephora.com/brand/hourglass,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
8fdcb29c-be2f-438f-8939-277374e88b74,House of Lashes,https://www.sephora.com/brand/house-lashes,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
8e24e301-56a6-4957-9094-ef75a4b0e8f9,HUDA BEAUTY,https://www.sephora.com/brand/huda-beauty,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
43b88bc3-bdc2-4e7a-9eae-1f65809e3db3,Hyper Skin,https://www.sephora.com/brand/hyper-skin,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
af7331d6-96b7-4b5d-b08a-44a377fc25cd,Iconic London,https://www.sephora.com/brand/iconic-london,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
250f9dae-7bed-4745-b59d-c3a41be1a17a,IGK,https://www.sephora.com/brand/igk,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
2482ac6c-9315-40b7-bc61-2ee93bf8f9f3,ILIA,https://www.sephora.com/brand/ilia,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
16d0e356-b2f5-4186-a7c7-e03971c2b8a5,iluminage,https://www.sephora.com/brand/iluminage,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
53585545-b8d2-4545-a08c-ce1c1cab3251,INC.redible,https://www.sephora.com/brand/incredible,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
827b224f-9150-4e27-9517-b99513ee9966,Indie Lee,https://www.sephora.com/brand/indie-lee,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
6ac72d8f-f9bb-4a95-baf4-b50ad885e652,The INKEY List,https://www.sephora.com/brand/the-inkey-list,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
9151c14e-2040-41c8-b2a2-5835d6588ade,iNNBEAUTY PROJECT,https://www.sephora.com/brand/innbeauty-project,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
241421ae-3c84-4898-b121-9e72eeecafe4,innisfree,https://www.sephora.com/brand/innisfree,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
74e83f18-c954-4744-830e-377fee97e8c1,Iris&Romeo,https://www.sephora.com/brand/iris-romeo,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
3954e08a-2942-4500-b235-7f018d461e7e,Isle of Paradise,https://www.sephora.com/brand/isle-paradise,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
8b0e136e-6773-480e-a053-724bb41b3e36,IT Cosmetics,https://www.sephora.com/brand/it-cosmetics,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
f7e27168-35c4-4840-acab-25b2f965ce5c,Jack Black,https://www.sephora.com/brand/jack-black,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
5e5d60a8-1d57-44ac-90c8-b310ef36345f,Jean Paul Gaultier,https://www.sephora.com/brand/jean-paul-gaultier,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
7535d333-92fc-4bdc-95a9-8feb3e2703e0,Jillian Dempsey,https://www.sephora.com/brand/jillian-dempsey,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
b6dc3710-22c4-4ad9-bd1b-7945b5cf2bee,JIMMY CHOO,https://www.sephora.com/brand/jimmy-choo,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
3132239c-4d72-4031-ac54-d017175ced01,JLo Beauty,https://www.sephora.com/brand/jlo-beauty,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
f50ddb5a-881b-4157-853b-1ae0dd8d5c65,Jo Malone London,https://www.sephora.com/brand/jo-malone-london,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
c0904ba3-ad37-4dfe-9390-a6b35a632246,Josie Maran,https://www.sephora.com/brand/josie-maran,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
365accb0-69d6-49e6-96cf-42a8a784acdd,Jouer Cosmetics,https://www.sephora.com/brand/jouer-cosmetics,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
84233dfd-6e5f-4f65-b800-8267531753a3,Juicy Couture,https://www.sephora.com/brand/juicy-couture,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
bcd65900-c102-4887-ade4-d2025ff8d108,Juliette Has a Gun,https://www.sephora.com/brand/juliette-has-a-gun,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
3a02408e-5721-40e7-bab2-934f6721789d,JVN,https://www.sephora.com/brand/jvn,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
1b01d35d-46ee-4794-83dd-3777bf31bc99,K18 Biomimetic Hairscience,https://www.sephora.com/brand/k18-hair,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
c0178c82-6b85-49ba-8cae-8a8712592023,Kaja,https://www.sephora.com/brand/kaja,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
686f43ee-d166-439d-8d6e-78de2698420e,Kate McLeod,https://www.sephora.com/brand/kate-mcleod,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
dea5dbbf-ef7e-4f95-94b4-cfaa166f2416,Kate Somerville,https://www.sephora.com/brand/kate-somerville,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
ecf92f90-ca10-4d4e-822b-2154e72f9f21,KAYALI,https://www.sephora.com/brand/kayali-by-huda,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
0e1eba38-1bd7-448d-a910-b8189f1257df,Kérastase,https://www.sephora.com/brand/kerastase,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
65009dc4-7ce9-4752-a269-a2982ea4f91b,Kiehl's Since 1851,https://www.sephora.com/brand/kiehls,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
66757769-0e46-4d68-af2b-b312b7c728b0,KILIAN Paris,https://www.sephora.com/brand/kilian,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
1266e223-d96a-4abd-a9e3-8e0de570c20a,KORA Organics,https://www.sephora.com/brand/kora-organics,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
fc2c8e33-496b-4ce3-9560-85a7071b1dff,KORRES,https://www.sephora.com/brand/korres,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
564cb572-da7a-4cdd-9c47-1c02087c7c12,Kosas,https://www.sephora.com/brand/kosas,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
